date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
2010-02-25,29,17,0.0,11.6,6,6,81,03:14 PM,03:22 AM,06:40 AM,06:32 PM,19,25,25,23,5,39,78,4.9,1011,29,7,194,2
2010-02-26,29,16,0.0,11.6,6,6,89,04:17 PM,04:18 AM,06:40 AM,06:32 PM,17,24,24,23,5,26,71,1.2,1012,29,9,170,3
2010-02-27,31,17,0.0,11.6,6,6,97,05:19 PM,05:12 AM,06:39 AM,06:32 PM,15,24,24,24,7,21,63,0.0,1012,31,9,120,4
2010-02-28,32,16,0.0,11.6,6,6,100,06:18 PM,06:02 AM,06:39 AM,06:33 PM,13,24,24,24,8,6,58,0.0,1013,32,10,128,5
2010-03-01,32,15,0.0,11.6,6,6,100,07:16 PM,06:49 AM,06:38 AM,06:33 PM,12,24,24,24,7,3,54,0.0,1013,32,10,108,5
2010-03-02,32,15,0.0,11.6,6,6,85,08:13 PM,07:36 AM,06:38 AM,06:33 PM,13,24,24,24,7,9,57,0.0,1013,32,10,127,4
2010-03-03,34,15,0.0,11.6,6,6,78,09:11 PM,08:22 AM,06:37 AM,06:33 PM,14,25,25,25,6,3,58,0.0,1012,34,9,210,4
2010-03-04,33,14,0.0,11.6,6,6,71,10:07 PM,09:09 AM,06:37 AM,06:33 PM,14,25,25,25,6,5,58,0.0,1012,33,10,228,4
2010-03-05,31,17,0.0,11.6,6,6,63,11:05 PM,09:58 AM,06:36 AM,06:33 PM,18,26,26,24,8,22,73,0.0,1012,31,8,243,6
2010-03-06,31,20,0.0,11.6,6,6,56,No moonrise,10:49 AM,06:36 AM,06:33 PM,19,26,26,25,8,41,73,0.0,1013,31,8,246,6
2010-03-07,32,19,0.0,11.6,6,6,49,12:01 AM,11:42 AM,06:35 AM,06:33 PM,18,26,26,25,6,43,71,1.7,1012,32,8,194,4
2010-03-08,34,20,0.0,11.6,7,7,42,12:55 AM,12:34 PM,06:35 AM,06:33 PM,16,28,28,26,8,18,56,0.0,1012,34,10,142,5
2010-03-09,34,17,0.0,11.6,6,6,34,01:47 AM,01:27 PM,06:34 AM,06:33 PM,11,26,26,26,10,3,44,0.0,1013,34,10,141,6
2010-03-10,32,17,0.0,11.6,6,6,27,02:34 AM,02:17 PM,06:33 AM,06:33 PM,13,26,26,26,11,4,50,0.0,1014,32,10,89,7
2010-03-11,32,18,0.0,11.6,6,6,20,03:19 AM,03:07 PM,06:33 AM,06:33 PM,15,27,27,26,12,8,54,0.0,1014,32,10,86,9
2010-03-12,32,17,0.0,11.6,6,6,12,04:00 AM,03:54 PM,06:32 AM,06:34 PM,14,26,26,25,11,8,55,0.0,1015,32,10,85,8
2010-03-13,33,18,0.0,11.6,6,6,5,04:39 AM,04:40 PM,06:32 AM,06:34 PM,13,26,26,26,8,8,51,0.0,1014,33,10,108,6
2010-03-14,33,16,0.0,11.6,6,6,0,05:17 AM,05:26 PM,06:31 AM,06:34 PM,14,26,26,26,6,8,55,0.0,1013,33,10,185,4
2010-03-15,34,17,0.0,11.6,7,7,0,05:53 AM,06:10 PM,06:30 AM,06:34 PM,15,27,27,27,6,9,55,0.0,1011,34,9,211,4
2010-03-16,30,19,0.0,11.6,6,6,2,06:29 AM,06:56 PM,06:30 AM,06:34 PM,16,25,25,25,7,32,62,0.8,1012,30,10,189,4
2010-03-17,33,19,0.0,11.6,7,7,9,07:07 AM,07:44 PM,06:29 AM,06:34 PM,13,26,26,26,9,19,49,0.1,1013,33,10,139,6
2010-03-18,33,18,0.0,11.6,6,6,16,07:46 AM,08:33 PM,06:29 AM,06:34 PM,12,26,26,26,10,6,46,0.0,1015,33,10,93,7
2010-03-19,33,16,0.0,11.6,6,6,24,08:29 AM,09:25 PM,06:28 AM,06:34 PM,13,25,25,25,8,4,51,0.0,1014,33,10,104,6
2010-03-20,34,16,0.0,11.6,6,6,31,09:15 AM,10:19 PM,06:27 AM,06:34 PM,11,25,25,26,7,3,49,0.0,1012,34,10,100,5
2010-03-21,35,15,0.0,11.6,6,6,38,10:06 AM,11:17 PM,06:27 AM,06:34 PM,11,26,26,26,6,3,49,0.0,1011,35,10,151,4
2010-03-22,35,14,0.0,11.6,6,6,46,11:01 AM,No moonset,06:26 AM,06:34 PM,12,27,27,27,6,1,49,0.0,1009,35,10,206,4
2010-03-23,35,17,0.0,11.6,7,7,53,12:00 PM,12:15 AM,06:26 AM,06:34 PM,13,27,27,27,9,4,54,0.0,1008,35,9,213,6
2010-03-24,35,18,0.0,11.6,7,7,60,01:01 PM,01:12 AM,06:25 AM,06:34 PM,12,27,27,27,9,3,52,0.0,1009,35,9,198,6
2010-03-25,35,16,0.0,11.6,7,7,67,02:02 PM,02:07 AM,06:24 AM,06:34 PM,13,27,27,28,6,2,52,0.0,1009,35,10,175,4
2010-03-26,36,18,0.0,11.6,7,7,75,03:02 PM,03:00 AM,06:24 AM,06:34 PM,17,28,28,27,7,12,61,0.0,1010,36,9,232,5
2010-03-27,33,21,0.0,11.6,7,7,82,04:01 PM,03:50 AM,06:23 AM,06:34 PM,19,27,27,26,7,32,69,0.0,1011,33,9,240,5
2010-03-28,32,20,0.0,11.6,6,6,89,04:58 PM,04:37 AM,06:22 AM,06:34 PM,19,27,27,25,7,34,70,1.4,1011,32,9,236,5
2010-03-29,30,21,0.0,11.6,6,6,96,05:55 PM,05:23 AM,06:22 AM,06:34 PM,21,27,27,25,9,41,81,6.7,1012,30,7,242,6
2010-03-30,28,21,0.0,11.6,5,5,100,06:52 PM,06:09 AM,06:21 AM,06:34 PM,20,26,26,24,9,38,78,2.7,1012,28,9,275,6
2010-03-31,27,19,0.0,11.6,6,6,100,07:50 PM,06:57 AM,06:21 AM,06:34 PM,20,24,24,23,10,44,85,10.1,1012,27,10,277,6
2010-04-01,34,17,0.0,11.6,6,6,77,08:49 PM,07:46 AM,06:20 AM,06:34 PM,17,27,27,26,8,7,62,0.0,1010,34,10,243,5
2010-04-02,33,18,0.0,11.6,7,7,70,09:47 PM,08:37 AM,06:19 AM,06:34 PM,18,27,27,26,6,26,66,0.0,1010,33,8,233,4
2010-04-03,30,21,0.0,11.6,6,6,62,10:44 PM,09:31 AM,06:19 AM,06:34 PM,20,27,27,24,6,45,76,2.3,1010,30,10,154,3
2010-04-04,32,19,0.0,11.6,6,6,55,11:38 PM,10:24 AM,06:18 AM,06:34 PM,20,26,26,25,5,31,76,0.3,1011,32,9,201,3
2010-04-05,33,20,0.0,11.6,7,7,47,No moonrise,11:18 AM,06:18 AM,06:34 PM,18,27,27,26,4,29,67,0.9,1011,33,9,184,3
2010-04-06,34,21,0.0,11.6,7,7,40,12:28 AM,12:10 PM,06:17 AM,06:34 PM,18,28,28,27,7,19,65,0.0,1010,34,10,209,5
2010-04-07,34,20,0.0,11.6,7,7,32,01:15 AM,01:01 PM,06:16 AM,06:34 PM,18,28,28,27,6,15,65,0.0,1011,34,10,174,4
2010-04-08,31,20,0.0,11.6,6,6,24,01:57 AM,01:49 PM,06:16 AM,06:34 PM,19,27,27,25,7,30,74,2.2,1013,31,9,108,5
2010-04-09,33,19,0.0,11.6,7,7,17,02:37 AM,02:36 PM,06:15 AM,06:34 PM,19,27,27,26,6,29,69,1.2,1012,33,8,138,4
2010-04-10,34,20,0.0,11.6,7,7,9,03:15 AM,03:21 PM,06:15 AM,06:34 PM,20,28,28,26,7,32,71,2.5,1009,34,9,246,5
2010-04-11,35,20,0.0,11.6,7,7,2,03:52 AM,04:06 PM,06:14 AM,06:34 PM,18,29,29,28,7,24,65,0.4,1009,35,8,231,4
2010-04-12,35,22,0.0,11.6,7,7,0,04:28 AM,04:52 PM,06:14 AM,06:34 PM,21,29,29,27,9,30,73,1.4,1009,35,8,247,6
2010-04-13,32,21,0.0,11.6,7,7,0,05:05 AM,05:39 PM,06:13 AM,06:34 PM,21,28,28,26,10,33,77,4.2,1010,32,9,257,7
2010-04-14,32,22,0.0,11.6,6,6,0,05:45 AM,06:28 PM,06:12 AM,06:34 PM,21,28,28,25,8,37,79,4.3,1010,32,9,258,5
2010-04-15,33,22,0.0,11.6,7,7,5,06:26 AM,07:20 PM,06:12 AM,06:35 PM,20,29,29,27,6,21,70,1.4,1010,33,10,245,4
2010-04-16,33,20,0.0,11.6,7,7,13,07:13 AM,08:14 PM,06:11 AM,06:35 PM,20,28,28,26,7,20,74,0.6,1011,33,8,246,5
2010-04-17,32,20,0.0,11.6,7,7,21,08:03 AM,09:12 PM,06:11 AM,06:35 PM,21,28,28,26,8,39,76,2.6,1011,32,8,248,5
2010-04-18,31,21,0.0,11.6,5,5,28,08:57 AM,10:10 PM,06:10 AM,06:35 PM,21,28,28,25,8,45,77,3.6,1011,31,7,245,5
2010-04-19,31,21,0.0,11.6,6,6,36,09:55 AM,11:08 PM,06:10 AM,06:35 PM,21,28,28,25,9,40,80,4.5,1010,31,10,263,6
2010-04-20,31,21,0.0,11.6,7,7,43,10:55 AM,No moonset,06:09 AM,06:35 PM,22,28,28,26,9,45,81,6.5,1009,31,7,260,6
2010-04-21,32,22,0.0,11.6,5,5,51,11:55 AM,12:03 AM,06:09 AM,06:35 PM,21,27,27,25,10,40,80,5.3,1009,32,9,260,6
2010-04-22,29,22,0.0,11.6,5,5,58,12:54 PM,12:55 AM,06:08 AM,06:35 PM,22,28,28,25,7,46,83,5.6,1010,29,10,286,4
2010-04-23,32,22,0.0,11.6,7,7,66,01:51 PM,01:44 AM,06:08 AM,06:35 PM,21,29,29,27,5,21,75,1.8,1010,32,9,191,4
2010-04-24,34,21,0.0,11.6,7,7,73,02:47 PM,02:30 AM,06:07 AM,06:35 PM,21,29,29,27,6,30,75,1.3,1010,34,8,233,4
2010-04-25,32,21,0.0,11.6,7,7,81,03:42 PM,03:16 AM,06:07 AM,06:35 PM,20,29,29,27,6,32,72,3.4,1009,32,9,193,4
2010-04-26,31,20,0.0,11.6,6,6,89,04:38 PM,04:00 AM,06:06 AM,06:35 PM,21,28,28,26,6,27,78,4.1,1012,31,8,191,4
2010-04-27,33,19,0.0,11.6,6,6,96,05:35 PM,04:46 AM,06:06 AM,06:36 PM,20,27,27,26,6,30,74,2.5,1012,33,8,204,4
2010-04-28,32,21,0.0,11.6,7,7,100,06:32 PM,05:34 AM,06:06 AM,06:36 PM,20,28,28,26,6,38,72,3.6,1011,32,10,192,4
2010-04-29,32,20,0.0,11.6,7,7,89,07:31 PM,06:24 AM,06:05 AM,06:36 PM,20,28,28,26,5,28,72,0.0,1010,32,8,178,4
2010-04-30,30,20,0.0,8.9,6,6,81,08:29 PM,07:17 AM,06:05 AM,06:36 PM,21,27,27,24,5,51,81,10.9,1011,30,7,166,3
2010-05-01,29,19,0.0,10.2,6,6,78,09:26 PM,08:11 AM,06:04 AM,06:36 PM,20,26,26,24,4,58,84,5.2,1012,29,7,199,3
2010-05-02,30,20,0.0,11.6,6,6,71,10:18 PM,09:07 AM,06:04 AM,06:36 PM,22,27,27,25,5,39,84,6.0,1010,30,8,282,3
2010-05-03,29,20,0.0,11.6,5,5,64,11:07 PM,10:00 AM,06:04 AM,06:36 PM,21,27,27,25,6,42,83,4.5,1008,29,7,285,4
2010-05-04,28,21,0.0,11.6,5,5,57,11:52 PM,10:52 AM,06:03 AM,06:37 PM,21,26,26,24,11,39,86,5.8,1008,28,8,265,7
2010-05-05,29,21,0.0,11.6,6,6,49,No moonrise,11:42 AM,06:03 AM,06:37 PM,21,27,27,24,9,49,84,4.1,1007,29,7,266,6
2010-05-06,32,21,0.0,11.6,6,6,42,12:33 AM,12:29 PM,06:03 AM,06:37 PM,21,28,28,25,6,28,79,2.3,1007,32,9,268,4
2010-05-07,33,21,0.0,11.6,6,6,35,01:12 AM,01:16 PM,06:02 AM,06:37 PM,21,29,29,26,6,27,77,3.6,1007,33,9,253,4
2010-05-08,31,21,0.0,11.6,7,7,27,01:49 AM,02:00 PM,06:02 AM,06:37 PM,22,29,29,26,7,28,81,5.8,1008,31,7,263,4
2010-05-09,33,20,0.0,11.6,6,6,20,02:25 AM,02:45 PM,06:02 AM,06:38 PM,21,29,29,26,6,28,77,3.4,1007,33,7,240,4
2010-05-10,32,22,0.0,11.6,7,7,13,03:02 AM,03:32 PM,06:01 AM,06:38 PM,22,29,29,26,8,39,79,5.2,1007,32,8,248,5
2010-05-11,27,22,0.0,8.9,6,6,6,03:40 AM,04:20 PM,06:01 AM,06:38 PM,21,26,26,24,9,49,86,1.4,1008,27,10,278,6
2010-05-12,34,21,0.0,11.6,7,7,0,04:21 AM,05:11 PM,06:01 AM,06:38 PM,21,29,29,27,8,20,74,0.4,1008,34,9,250,5
2010-05-13,34,22,0.0,11.6,7,7,0,05:06 AM,06:05 PM,06:01 AM,06:38 PM,21,30,30,27,8,25,74,0.8,1008,34,9,257,5
2010-05-14,34,20,0.0,12.4,7,7,1,05:55 AM,07:03 PM,06:00 AM,06:39 PM,19,28,28,26,8,25,69,0.0,1008,34,9,264,5
2010-05-15,33,20,0.0,12.4,7,7,9,06:49 AM,08:02 PM,06:00 AM,06:39 PM,21,28,28,26,7,31,75,1.9,1007,33,10,281,4
2010-05-16,28,20,0.0,12.4,6,6,16,07:48 AM,09:01 PM,06:00 AM,06:39 PM,22,27,27,25,9,30,85,6.4,1008,28,8,271,6
2010-05-17,31,21,0.0,12.4,6,6,23,08:48 AM,09:58 PM,06:00 AM,06:39 PM,22,28,28,25,8,36,82,4.0,1007,31,8,273,5
2010-05-18,30,22,0.0,12.4,6,6,31,09:50 AM,10:52 PM,06:00 AM,06:40 PM,22,27,27,25,12,44,85,4.3,1007,30,7,266,8
2010-05-19,26,21,0.0,12.8,6,6,38,10:49 AM,11:42 PM,05:59 AM,06:40 PM,21,26,26,23,13,61,88,4.4,1007,26,9,280,9
2010-05-20,24,21,0.0,12.8,6,6,45,11:47 AM,No moonset,05:59 AM,06:40 PM,21,25,25,23,18,62,89,3.1,1007,24,9,260,12
2010-05-21,27,21,0.0,12.8,6,6,52,12:42 PM,12:29 AM,05:59 AM,06:40 PM,21,26,26,23,13,58,86,2.3,1008,27,8,258,9
2010-05-22,28,21,0.0,12.8,6,6,60,01:37 PM,01:14 AM,05:59 AM,06:41 PM,21,26,26,24,11,53,86,5.8,1008,28,7,255,8
2010-05-23,28,21,0.0,12.8,6,6,67,02:30 PM,01:57 AM,05:59 AM,06:41 PM,22,26,26,24,12,63,89,11.0,1008,28,7,259,8
2010-05-24,28,21,0.0,11.9,6,6,74,03:25 PM,02:41 AM,05:59 AM,06:41 PM,22,27,27,24,13,61,87,4.8,1008,28,7,259,9
2010-05-25,28,22,0.0,12.8,6,6,81,04:21 PM,03:27 AM,05:59 AM,06:41 PM,21,27,27,24,14,52,86,4.8,1009,28,7,255,10
2010-05-26,28,21,0.0,12.8,6,6,89,05:18 PM,04:15 AM,05:59 AM,06:42 PM,21,26,26,24,14,45,83,0.9,1009,28,8,264,10
2010-05-27,30,21,0.0,12.8,6,6,96,06:16 PM,05:06 AM,05:59 AM,06:42 PM,21,27,27,25,15,40,80,3.2,1009,30,10,258,10
2010-05-28,29,21,0.0,12.8,6,6,100,07:13 PM,06:00 AM,05:59 AM,06:42 PM,21,27,27,24,13,40,83,4.5,1009,29,10,253,10
2010-05-29,28,21,0.0,12.8,6,6,89,08:07 PM,06:54 AM,05:59 AM,06:42 PM,21,26,26,24,13,46,85,4.4,1010,28,7,247,9
2010-05-30,28,21,0.0,12.8,6,6,82,08:58 PM,07:50 AM,05:59 AM,06:43 PM,21,26,26,23,13,54,87,5.6,1010,28,7,253,9
2010-05-31,26,20,0.0,12.8,6,6,78,09:46 PM,08:43 AM,05:59 AM,06:43 PM,21,24,24,22,11,60,89,6.6,1011,26,7,255,7
2010-06-01,29,20,0.0,12.8,6,6,63,10:28 PM,09:34 AM,05:59 AM,06:43 PM,21,26,26,24,11,49,86,6.0,1010,29,7,263,8
2010-06-02,27,21,0.0,12.9,5,5,55,11:08 PM,10:22 AM,05:59 AM,06:44 PM,22,26,26,23,10,60,90,8.5,1011,27,6,274,6
2010-06-03,28,21,0.0,12.9,5,5,48,11:46 PM,11:09 AM,05:59 AM,06:44 PM,22,27,27,24,8,55,88,14.3,1012,28,7,307,5
2010-06-04,24,21,0.0,12.9,5,5,40,No moonrise,11:54 AM,05:59 AM,06:44 PM,21,22,24,22,9,57,92,9.0,1012,24,7,298,6
2010-06-05,23,21,0.0,9.3,5,5,32,12:22 AM,12:39 PM,05:59 AM,06:44 PM,21,22,24,22,10,78,94,5.6,1012,23,8,283,6
2010-06-06,23,20,0.0,11.9,5,5,25,12:58 AM,01:24 PM,05:59 AM,06:45 PM,20,21,22,21,11,61,92,2.9,1010,23,6,272,8
2010-06-07,24,20,0.0,11.9,6,6,17,01:36 AM,02:11 PM,05:59 AM,06:45 PM,20,21,23,21,11,65,90,1.8,1010,24,7,272,8
2010-06-08,22,19,0.0,12.9,6,6,10,02:15 AM,03:00 PM,05:59 AM,06:45 PM,19,21,22,21,11,51,90,2.7,1009,22,7,277,7
2010-06-09,29,20,0.0,10.6,6,6,2,02:57 AM,03:53 PM,05:59 AM,06:46 PM,21,25,25,23,11,62,87,8.0,1008,29,7,264,7
2010-06-10,26,20,0.0,9.3,6,6,0,03:45 AM,04:48 PM,05:59 AM,06:46 PM,21,22,23,22,10,77,93,8.1,1007,26,6,238,7
2010-06-11,22,20,0.0,8.0,5,5,0,04:37 AM,05:48 PM,05:59 AM,06:46 PM,21,21,22,21,11,98,96,18.7,1007,22,5,240,7
2010-06-12,22,20,0.0,8.0,5,5,0,05:35 AM,06:48 PM,05:59 AM,06:46 PM,20,21,22,21,15,99,96,6.6,1006,22,5,238,10
2010-06-13,22,20,0.0,7.8,5,5,5,06:35 AM,07:48 PM,06:00 AM,06:47 PM,20,21,21,21,17,96,95,3.1,1008,22,6,242,12
2010-06-14,22,20,0.0,7.8,5,5,13,07:39 AM,08:45 PM,06:00 AM,06:47 PM,20,21,21,21,14,91,95,3.0,1010,22,4,247,10
2010-06-15,21,20,0.0,7.8,5,5,20,08:40 AM,09:38 PM,06:00 AM,06:47 PM,20,21,21,21,14,98,96,6.4,1010,21,4,245,9
2010-06-16,25,20,0.0,9.1,5,5,28,09:41 AM,10:26 PM,06:00 AM,06:47 PM,20,22,22,22,12,79,92,4.5,1011,25,7,248,9
